month,concept,bls_series,unit_price,norm_unit,priced_by
2006-01,flour_ap,APU0300701111,0.304,lb,published
2006-02,flour_ap,APU0300701111,0.309,lb,published
2006-03,flour_ap,APU0300701111,0.311,lb,published
2006-04,flour_ap,APU0300701111,0.313,lb,published
2006-05,flour_ap,APU0300701111,0.329,lb,published
2006-06,flour_ap,APU0300701111,0.34,lb,published
2006-07,flour_ap,APU0300701111,0.336,lb,published
2006-08,flour_ap,APU0300701111,0.341,lb,published
2006-09,flour_ap,APU0300701111,0.354,lb,published
2006-10,flour_ap,APU0300701111,0.339,lb,published
2006-11,flour_ap,APU0300701111,0.325,lb,published
2006-12,flour_ap,APU0300701111,0.319,lb,published
2007-01,flour_ap,APU0300701111,0.328,lb,published
2007-02,flour_ap,APU0300701111,0.341,lb,published
2007-03,flour_ap,APU0300701111,0.351,lb,published
2007-04,flour_ap,APU0300701111,0.352,lb,published
2007-05,flour_ap,APU0300701111,0.363,lb,published
2007-06,flour_ap,APU0300701111,0.367,lb,published
2007-07,flour_ap,APU0300701111,0.369,lb,published
2007-08,flour_ap,APU0300701111,0.376,lb,published
2007-09,flour_ap,APU0300701111,0.376,lb,published
2007-10,flour_ap,APU0300701111,0.374,lb,published
2007-11,flour_ap,APU0300701111,0.399,lb,published
2007-12,flour_ap,APU0300701111,0.391,lb,published
2008-01,flour_ap,APU0300701111,0.416,lb,published
2008-02,flour_ap,APU0300701111,0.455,lb,published
2008-03,flour_ap,APU0300701111,0.507,lb,published
2008-04,flour_ap,APU0300701111,0.525,lb,published
2008-05,flour_ap,APU0300701111,0.548,lb,published
2008-06,flour_ap,APU0300701111,0.538,lb,published
2008-07,flour_ap,APU0300701111,0.537,lb,published
2008-08,flour_ap,APU0300701111,0.54,lb,published
2008-09,flour_ap,APU0300701111,0.526,lb,published
2008-10,flour_ap,APU0300701111,0.513,lb,published
2008-11,flour_ap,APU0300701111,0.486,lb,published
2008-12,flour_ap,APU0300701111,0.497,lb,published
2009-01,flour_ap,APU0300701111,0.519,lb,published
2009-02,flour_ap,APU0300701111,0.504,lb,published
2009-03,flour_ap,APU0300701111,0.499,lb,published
2009-04,flour_ap,APU0300701111,0.472,lb,published
2009-05,flour_ap,APU0300701111,0.462,lb,published
2009-06,flour_ap,APU0300701111,0.459,lb,published
2009-07,flour_ap,APU0300701111,0.464,lb,published
2009-08,flour_ap,APU0300701111,0.458,lb,published
2009-09,flour_ap,APU0300701111,0.455,lb,published
2009-10,flour_ap,APU0300701111,0.458,lb,published
2009-11,flour_ap,APU0300701111,0.42,lb,published
2009-12,flour_ap,APU0300701111,0.438,lb,published
2010-01,flour_ap,APU0300701111,0.445,lb,published
2010-02,flour_ap,APU0300701111,0.463,lb,published
2010-03,flour_ap,APU0300701111,0.451,lb,published
2010-04,flour_ap,APU0300701111,0.445,lb,published
2010-05,flour_ap,APU0300701111,0.431,lb,published
2010-06,flour_ap,APU0300701111,0.427,lb,published
2010-07,flour_ap,APU0300701111,0.427,lb,published
2010-08,flour_ap,APU0300701111,0.435,lb,published
2010-09,flour_ap,APU0300701111,0.428,lb,published
2010-10,flour_ap,APU0300701111,0.42,lb,published
2010-11,flour_ap,APU0300701111,0.42,lb,published
2010-12,flour_ap,APU0300701111,0.42,lb,published
2011-01,flour_ap,APU0300701111,0.44,lb,published
2011-02,flour_ap,APU0300701111,0.454,lb,published
2011-03,flour_ap,APU0300701111,0.49,lb,published
2011-04,flour_ap,APU0300701111,0.493,lb,published
2011-05,flour_ap,APU0300701111,0.5,lb,published
2011-06,flour_ap,APU0300701111,0.493,lb,published
2011-07,flour_ap,APU0300701111,0.491,lb,published
2011-08,flour_ap,APU0300701111,0.493,lb,published
2011-09,flour_ap,APU0300701111,0.509,lb,published
2011-10,flour_ap,APU0300701111,0.514,lb,published
2011-11,flour_ap,APU0300701111,0.498,lb,published
2011-12,flour_ap,APU0300701111,0.489,lb,published
2012-01,flour_ap,APU0300701111,0.505,lb,published
2012-02,flour_ap,APU0300701111,0.499,lb,published
2012-03,flour_ap,APU0300701111,0.494,lb,published
2012-04,flour_ap,APU0300701111,0.489,lb,published
2012-05,flour_ap,APU0300701111,0.494,lb,published
2012-06,flour_ap,APU0300701111,0.485,lb,published
2012-07,flour_ap,APU0300701111,0.472,lb,published
2012-08,flour_ap,APU0300701111,0.485,lb,published
2012-09,flour_ap,APU0300701111,0.481,lb,published
2012-10,flour_ap,APU0300701111,0.477,lb,published
2012-11,flour_ap,APU0300701111,0.466,lb,published
2012-12,flour_ap,APU0300701111,0.474,lb,published
2013-01,flour_ap,APU0300701111,0.476,lb,published
2013-02,flour_ap,APU0300701111,0.476,lb,published
2013-03,flour_ap,APU0300701111,0.472,lb,published
2013-04,flour_ap,APU0300701111,0.487,lb,published
2013-05,flour_ap,APU0300701111,0.517,lb,published
2013-06,flour_ap,APU0300701111,0.521,lb,published
2013-07,flour_ap,APU0300701111,0.516,lb,published
2013-08,flour_ap,APU0300701111,0.52,lb,published
2013-09,flour_ap,APU0300701111,0.519,lb,published
2013-10,flour_ap,APU0300701111,0.525,lb,published
2013-11,flour_ap,APU0300701111,0.492,lb,published
2013-12,flour_ap,APU0300701111,0.49,lb,published
2014-01,flour_ap,APU0300701111,0.526,lb,published
2014-02,flour_ap,APU0300701111,0.535,lb,published
2014-03,flour_ap,APU0300701111,0.527,lb,published
2014-04,flour_ap,APU0300701111,0.522,lb,published
2014-05,flour_ap,APU0300701111,0.535,lb,published
2014-06,flour_ap,APU0300701111,0.539,lb,published
2014-07,flour_ap,APU0300701111,0.531,lb,published
2014-08,flour_ap,APU0300701111,0.532,lb,published
2014-09,flour_ap,APU0300701111,0.529,lb,published
2014-10,flour_ap,APU0300701111,0.499,lb,published
2014-11,flour_ap,APU0300701111,0.505,lb,published
2014-12,flour_ap,APU0300701111,0.5,lb,published
2015-01,flour_ap,APU0300701111,0.518,lb,published
2015-02,flour_ap,APU0300701111,0.533,lb,published
2015-03,flour_ap,APU0300701111,0.53,lb,published
2015-04,flour_ap,APU0300701111,0.529,lb,published
2015-05,flour_ap,APU0300701111,0.54,lb,published
2015-06,flour_ap,APU0300701111,0.544,lb,published
2015-07,flour_ap,APU0300701111,0.529,lb,published
2015-08,flour_ap,APU0300701111,0.543,lb,published
2015-09,flour_ap,APU0300701111,0.535,lb,published
2015-10,flour_ap,APU0300701111,0.522,lb,published
2015-11,flour_ap,APU0300701111,0.532,lb,published
2015-12,flour_ap,APU0300701111,0.524,lb,published
2016-01,flour_ap,APU0300701111,0.535,lb,published
2016-02,flour_ap,APU0300701111,0.533,lb,published
2016-03,flour_ap,APU0300701111,0.54,lb,published
2016-04,flour_ap,APU0300701111,0.53,lb,published
2016-05,flour_ap,APU0300701111,0.502,lb,published
2016-06,flour_ap,APU0300701111,0.503,lb,published
2016-07,flour_ap,APU0300701111,0.509,lb,published
2016-08,flour_ap,APU0300701111,0.515,lb,published
2016-09,flour_ap,APU0300701111,0.518,lb,published
2016-10,flour_ap,APU0300701111,0.492,lb,published
2016-11,flour_ap,APU0300701111,0.479,lb,published
2016-12,flour_ap,APU0300701111,0.476,lb,published
2017-01,flour_ap,APU0300701111,0.499,lb,published
2017-02,flour_ap,APU0300701111,0.494,lb,published
2017-03,flour_ap,APU0300701111,0.505,lb,published
2017-04,flour_ap,APU0300701111,0.487,lb,published
2017-05,flour_ap,APU0300701111,0.505,lb,published
2017-06,flour_ap,APU0300701111,0.499,lb,published
2017-07,flour_ap,APU0300701111,0.501,lb,published
2017-08,flour_ap,APU0300701111,0.504,lb,published
2017-09,flour_ap,APU0300701111,0.509,lb,published
2017-10,flour_ap,APU0300701111,0.496,lb,published
2017-11,flour_ap,APU0300701111,0.497,lb,published
2017-12,flour_ap,APU0300701111,0.494,lb,published
2018-01,flour_ap,APU0300701111,0.46,lb,published
2018-02,flour_ap,APU0300701111,0.459,lb,published
2018-03,flour_ap,APU0300701111,0.46,lb,published
2018-04,flour_ap,APU0300701111,0.459,lb,published
2018-05,flour_ap,APU0300701111,0.465,lb,published
2018-06,flour_ap,APU0300701111,0.45,lb,published
2018-07,flour_ap,APU0300701111,0.456,lb,published
2018-08,flour_ap,APU0300701111,0.455,lb,published
2018-09,flour_ap,APU0300701111,0.469,lb,published
2018-10,flour_ap,APU0300701111,0.461,lb,published
2018-11,flour_ap,APU0300701111,0.441,lb,published
2018-12,flour_ap,APU0300701111,0.445,lb,published
2019-01,flour_ap,APU0300701111,0.454,lb,published
2019-02,flour_ap,APU0300701111,0.455,lb,published
2019-03,flour_ap,APU0300701111,0.457,lb,published
2019-04,flour_ap,APU0300701111,0.458,lb,published
2019-05,flour_ap,APU0300701111,0.47,lb,published
2019-06,flour_ap,APU0300701111,0.482,lb,published
2019-07,flour_ap,APU0300701111,0.484,lb,published
2019-08,flour_ap,APU0300701111,0.483,lb,published
2019-09,flour_ap,APU0300701111,0.479,lb,published
2019-10,flour_ap,APU0300701111,0.476,lb,published
2019-11,flour_ap,APU0300701111,0.469,lb,published
2019-12,flour_ap,APU0300701111,0.485,lb,published
2020-01,flour_ap,APU0300701111,0.489,lb,published
2020-02,flour_ap,APU0300701111,0.488,lb,published
2020-03,flour_ap,APU0300701111,0.486,lb,published
2020-04,flour_ap,APU0300701111,0.496,lb,published
2020-05,flour_ap,APU0300701111,0.482,lb,published
2020-06,flour_ap,APU0300701111,0.497,lb,published
2020-07,flour_ap,APU0300701111,0.5,lb,published
2020-08,flour_ap,APU0300701111,0.498,lb,published
2020-09,flour_ap,APU0300701111,0.488,lb,published
2020-10,flour_ap,APU0300701111,0.494,lb,published
2020-11,flour_ap,APU0300701111,0.48635,lb,imputed_us
2020-12,flour_ap,APU0300701111,0.49181,lb,imputed_us
2021-01,flour_ap,APU0300701111,0.48744,lb,imputed_us
2021-02,flour_ap,APU0300701111,0.48088,lb,imputed_us
2021-03,flour_ap,APU0300701111,0.47651,lb,imputed_us
2021-04,flour_ap,APU0300701111,0.47761,lb,imputed_us
2021-05,flour_ap,APU0300701111,0.47979,lb,imputed_us
2021-06,flour_ap,APU0300701111,0.301,lb,published
2021-07,flour_ap,APU0300701111,0.309,lb,published
2021-08,flour_ap,APU0300701111,0.311,lb,published
2021-09,flour_ap,APU0300701111,0.315,lb,published
2021-10,flour_ap,APU0300701111,0.334,lb,published
2021-11,flour_ap,APU0300701111,0.32557,lb,imputed_us
2021-12,flour_ap,APU0300701111,0.32725,lb,imputed_us
2022-01,flour_ap,APU0300701111,0.35762,lb,imputed_us
2022-02,flour_ap,APU0300701111,0.36099,lb,imputed_us
2022-03,flour_ap,APU0300701111,0.37786,lb,imputed_us
2022-04,flour_ap,APU0300701111,0.389,lb,published
2022-05,flour_ap,APU0300701111,0.38,lb,published
2022-06,flour_ap,APU0300701111,0.441,lb,published
2022-07,flour_ap,APU0300701111,0.477,lb,published
2022-08,flour_ap,APU0300701111,0.481,lb,published
2022-09,flour_ap,APU0300701111,0.487,lb,published
2022-10,flour_ap,APU0300701111,0.461,lb,published
2022-11,flour_ap,APU0300701111,0.453,lb,published
2022-12,flour_ap,APU0300701111,0.45,lb,published
2023-01,flour_ap,APU0300701111,0.459,lb,published
2023-02,flour_ap,APU0300701111,0.475,lb,published
2023-03,flour_ap,APU0300701111,0.473,lb,published
2023-04,flour_ap,APU0300701111,0.467,lb,published
2023-05,flour_ap,APU0300701111,0.471,lb,published
2023-06,flour_ap,APU0300701111,0.469,lb,published
2023-07,flour_ap,APU0300701111,0.493,lb,published
2023-08,flour_ap,APU0300701111,0.486,lb,published
2023-09,flour_ap,APU0300701111,0.486,lb,published
2023-10,flour_ap,APU0300701111,0.488,lb,published
2023-11,flour_ap,APU0300701111,0.484,lb,published
2023-12,flour_ap,APU0300701111,0.481,lb,published
2024-01,flour_ap,APU0300701111,0.489,lb,published
2024-02,flour_ap,APU0300701111,0.49,lb,published
2024-03,flour_ap,APU0300701111,0.511,lb,published
2024-04,flour_ap,APU0300701111,0.516,lb,published
2024-05,flour_ap,APU0300701111,0.52,lb,published
2024-06,flour_ap,APU0300701111,0.525,lb,published
2024-07,flour_ap,APU0300701111,0.521,lb,published
2024-08,flour_ap,APU0300701111,0.522,lb,published
2024-09,flour_ap,APU0300701111,0.524,lb,published
2024-10,flour_ap,APU0300701111,0.526,lb,published
2024-11,flour_ap,APU0300701111,0.514,lb,published
2024-12,flour_ap,APU0300701111,0.516,lb,published
2025-01,flour_ap,APU0300701111,0.52,lb,published
2025-02,flour_ap,APU0300701111,0.521,lb,published
2025-03,flour_ap,APU0300701111,0.522,lb,published
2025-04,flour_ap,APU0300701111,0.514,lb,published
2025-05,flour_ap,APU0300701111,0.523,lb,published
2025-06,flour_ap,APU0300701111,0.529,lb,published
2025-07,flour_ap,APU0300701111,0.511,lb,published
2025-08,flour_ap,APU0300701111,0.509,lb,published
2025-09,flour_ap,APU0300701111,0.518,lb,published
2025-10,flour_ap,APU0300701111,0.518,lb,carried
2025-11,flour_ap,APU0300701111,0.516,lb,published
2025-12,flour_ap,APU0300701111,0.516,lb,published
2026-01,flour_ap,APU0300701111,0.519,lb,published
2026-02,flour_ap,APU0300701111,0.5,lb,published
2026-03,flour_ap,APU0300701111,0.498,lb,published
2026-04,flour_ap,APU0300701111,0.497,lb,published
2026-05,flour_ap,APU0300701111,0.493,lb,published
2026-06,flour_ap,APU0300701111,0.489,lb,published
2026-07,flour_ap,APU0300701111,0.489,lb,published
2026-08,flour_ap,APU0300701111,0.49,lb,published
2006-01,rice_white,APU0300701312,0.538,lb,published
2006-02,rice_white,APU0300701312,0.53,lb,published
2006-03,rice_white,APU0300701312,0.525,lb,published
2006-04,rice_white,APU0300701312,0.521,lb,published
2006-05,rice_white,APU0300701312,0.558,lb,published
2006-06,rice_white,APU0300701312,0.566,lb,published
2006-07,rice_white,APU0300701312,0.563,lb,published
2006-08,rice_white,APU0300701312,0.585,lb,published
2006-09,rice_white,APU0300701312,0.558,lb,published
2006-10,rice_white,APU0300701312,0.592,lb,published
2006-11,rice_white,APU0300701312,0.6,lb,published
2006-12,rice_white,APU0300701312,0.595,lb,published
2007-01,rice_white,APU0300701312,0.602,lb,published
2007-02,rice_white,APU0300701312,0.607,lb,published
2007-03,rice_white,APU0300701312,0.602,lb,published
2007-04,rice_white,APU0300701312,0.602,lb,published
2007-05,rice_white,APU0300701312,0.58901,lb,imputed_us
2007-06,rice_white,APU0300701312,0.57277,lb,imputed_us
2007-07,rice_white,APU0300701312,0.59226,lb,imputed_us
2007-08,rice_white,APU0300701312,0.59659,lb,imputed_us
2007-09,rice_white,APU0300701312,0.59117,lb,imputed_us
2007-10,rice_white,APU0300701312,0.60092,lb,imputed_us
2007-11,rice_white,APU0300701312,0.603,lb,published
2007-12,rice_white,APU0300701312,0.61,lb,published
2008-01,rice_white,APU0300701312,0.617,lb,published
2008-02,rice_white,APU0300701312,0.631,lb,published
2008-03,rice_white,APU0300701312,0.632,lb,published
2008-04,rice_white,APU0300701312,0.669,lb,published
2008-05,rice_white,APU0300701312,0.77463,lb,imputed_us
2008-06,rice_white,APU0300701312,0.769,lb,published
2008-07,rice_white,APU0300701312,0.826,lb,published
2008-08,rice_white,APU0300701312,0.8873,lb,imputed_us
2008-09,rice_white,APU0300701312,0.88626,lb,imputed_us
2008-10,rice_white,APU0300701312,0.842,lb,published
2008-11,rice_white,APU0300701312,0.821,lb,published
2008-12,rice_white,APU0300701312,0.823,lb,published
2009-01,rice_white,APU0300701312,0.801,lb,published
2009-02,rice_white,APU0300701312,0.808,lb,published
2009-03,rice_white,APU0300701312,0.815,lb,published
2009-04,rice_white,APU0300701312,0.769,lb,published
2009-05,rice_white,APU0300701312,0.786,lb,published
2009-06,rice_white,APU0300701312,0.819,lb,published
2009-07,rice_white,APU0300701312,0.803,lb,published
2009-08,rice_white,APU0300701312,0.794,lb,published
2009-09,rice_white,APU0300701312,0.823,lb,published
2009-10,rice_white,APU0300701312,0.81,lb,published
2009-11,rice_white,APU0300701312,0.819,lb,published
2009-12,rice_white,APU0300701312,0.812,lb,published
2010-01,rice_white,APU0300701312,0.814,lb,published
2010-02,rice_white,APU0300701312,0.785,lb,published
2010-03,rice_white,APU0300701312,0.791,lb,published
2010-04,rice_white,APU0300701312,0.807,lb,published
2010-05,rice_white,APU0300701312,0.786,lb,published
2010-06,rice_white,APU0300701312,0.787,lb,published
2010-07,rice_white,APU0300701312,0.792,lb,published
2010-08,rice_white,APU0300701312,0.779,lb,published
2010-09,rice_white,APU0300701312,0.772,lb,published
2010-10,rice_white,APU0300701312,0.763,lb,published
2010-11,rice_white,APU0300701312,0.8,lb,published
2010-12,rice_white,APU0300701312,0.817,lb,published
2011-01,rice_white,APU0300701312,0.825,lb,published
2011-02,rice_white,APU0300701312,0.831,lb,published
2011-03,rice_white,APU0300701312,0.845,lb,published
2011-04,rice_white,APU0300701312,0.808,lb,published
2011-05,rice_white,APU0300701312,0.84433,lb,imputed_us
2011-06,rice_white,APU0300701312,0.74,lb,published
2011-07,rice_white,APU0300701312,0.71,lb,published
2011-08,rice_white,APU0300701312,0.735,lb,published
2011-09,rice_white,APU0300701312,0.715,lb,published
2011-10,rice_white,APU0300701312,0.76273,lb,imputed_us
2011-11,rice_white,APU0300701312,0.74782,lb,imputed_us
2011-12,rice_white,APU0300701312,0.72494,lb,imputed_us
2012-01,rice_white,APU0300701312,0.73489,lb,imputed_us
2012-02,rice_white,APU0300701312,0.71401,lb,imputed_us
2012-03,rice_white,APU0300701312,0.69611,lb,imputed_us
2012-04,rice_white,APU0300701312,0.69213,lb,imputed_us
2012-05,rice_white,APU0300701312,0.67323,lb,imputed_us
2012-06,rice_white,APU0300701312,0.67721,lb,imputed_us
2012-07,rice_white,APU0300701312,0.67721,lb,imputed_us
2012-08,rice_white,APU0300701312,0.6792,lb,imputed_us
2012-09,rice_white,APU0300701312,0.68019,lb,imputed_us
2012-10,rice_white,APU0300701312,0.752,lb,published
2012-11,rice_white,APU0300701312,0.746,lb,published
2012-12,rice_white,APU0300701312,0.779,lb,published
2013-01,rice_white,APU0300701312,0.762,lb,published
2013-02,rice_white,APU0300701312,0.756,lb,published
2013-03,rice_white,APU0300701312,0.783,lb,published
2013-04,rice_white,APU0300701312,0.792,lb,published
2013-05,rice_white,APU0300701312,0.76793,lb,imputed_us
2013-06,rice_white,APU0300701312,0.79091,lb,imputed_us
2013-07,rice_white,APU0300701312,0.78872,lb,imputed_us
2013-08,rice_white,APU0300701312,0.80622,lb,imputed_us
2013-09,rice_white,APU0300701312,0.8106,lb,imputed_us
2013-10,rice_white,APU0300701312,0.748,lb,published
2013-11,rice_white,APU0300701312,0.745,lb,published
2013-12,rice_white,APU0300701312,0.743,lb,published
2014-01,rice_white,APU0300701312,0.742,lb,published
2014-02,rice_white,APU0300701312,0.74,lb,published
2014-03,rice_white,APU0300701312,0.74,lb,published
2014-04,rice_white,APU0300701312,0.742,lb,published
2014-05,rice_white,APU0300701312,0.74,lb,published
2014-06,rice_white,APU0300701312,0.766,lb,published
2014-07,rice_white,APU0300701312,0.764,lb,published
2014-08,rice_white,APU0300701312,0.754,lb,published
2014-09,rice_white,APU0300701312,0.745,lb,published
2014-10,rice_white,APU0300701312,0.72203,lb,imputed_us
2014-11,rice_white,APU0300701312,0.71604,lb,imputed_us
2014-12,rice_white,APU0300701312,0.696,lb,published
2015-01,rice_white,APU0300701312,0.697,lb,published
2015-02,rice_white,APU0300701312,0.69,lb,published
2015-03,rice_white,APU0300701312,0.7,lb,published
2015-04,rice_white,APU0300701312,0.69,lb,published
2015-05,rice_white,APU0300701312,0.687,lb,published
2015-06,rice_white,APU0300701312,0.70224,lb,imputed_us
2015-07,rice_white,APU0300701312,0.68395,lb,imputed_us
2015-08,rice_white,APU0300701312,0.67989,lb,imputed_us
2015-09,rice_white,APU0300701312,0.67277,lb,imputed_us
2015-10,rice_white,APU0300701312,0.70123,lb,imputed_us
2015-11,rice_white,APU0300701312,0.74391,lb,imputed_us
2015-12,rice_white,APU0300701312,0.72257,lb,imputed_us
2016-01,rice_white,APU0300701312,0.72054,lb,imputed_us
2016-02,rice_white,APU0300701312,0.7185,lb,imputed_us
2016-03,rice_white,APU0300701312,0.72257,lb,imputed_us
2016-04,rice_white,APU0300701312,0.71444,lb,imputed_us
2016-05,rice_white,APU0300701312,0.88,lb,published
2016-06,rice_white,APU0300701312,0.86469,lb,imputed_us
2016-07,rice_white,APU0300701312,0.87175,lb,imputed_us
2016-08,rice_white,APU0300701312,0.8588,lb,imputed_us
2016-09,rice_white,APU0300701312,0.84937,lb,imputed_us
2016-10,rice_white,APU0300701312,0.8211,lb,imputed_us
2016-11,rice_white,APU0300701312,0.82817,lb,imputed_us
2016-12,rice_white,APU0300701312,0.81639,lb,imputed_us
2017-01,rice_white,APU0300701312,0.82463,lb,imputed_us
2017-02,rice_white,APU0300701312,0.81874,lb,imputed_us
2017-03,rice_white,APU0300701312,0.81521,lb,imputed_us
2017-04,rice_white,APU0300701312,0.80814,lb,imputed_us
2017-05,rice_white,APU0300701312,0.798,lb,published
2017-06,rice_white,APU0300701312,0.827,lb,published
2017-07,rice_white,APU0300701312,0.838,lb,published
2017-08,rice_white,APU0300701312,0.838,lb,published
2017-09,rice_white,APU0300701312,0.83,lb,published
2017-10,rice_white,APU0300701312,0.827,lb,published
2017-11,rice_white,APU0300701312,0.83,lb,published
2017-12,rice_white,APU0300701312,0.832,lb,published
2018-01,rice_white,APU0300701312,0.81,lb,published
2018-02,rice_white,APU0300701312,0.804,lb,published
2018-03,rice_white,APU0300701312,0.801,lb,published
2018-04,rice_white,APU0300701312,0.797,lb,published
2018-05,rice_white,APU0300701312,0.843,lb,published
2018-06,rice_white,APU0300701312,0.806,lb,published
2018-07,rice_white,APU0300701312,0.798,lb,published
2018-08,rice_white,APU0300701312,0.831,lb,published
2018-09,rice_white,APU0300701312,0.83,lb,published
2018-10,rice_white,APU0300701312,0.827,lb,published
2018-11,rice_white,APU0300701312,0.831,lb,published
2018-12,rice_white,APU0300701312,0.839,lb,published
2019-01,rice_white,APU0300701312,0.861,lb,published
2019-02,rice_white,APU0300701312,0.902,lb,published
2019-03,rice_white,APU0300701312,0.887,lb,published
2019-04,rice_white,APU0300701312,0.891,lb,published
2019-05,rice_white,APU0300701312,0.888,lb,published
2019-06,rice_white,APU0300701312,0.925,lb,published
2019-07,rice_white,APU0300701312,0.914,lb,published
2019-08,rice_white,APU0300701312,0.892,lb,published
2019-09,rice_white,APU0300701312,0.909,lb,published
2019-10,rice_white,APU0300701312,0.873,lb,published
2019-11,rice_white,APU0300701312,0.808,lb,published
2019-12,rice_white,APU0300701312,0.801,lb,published
2020-01,rice_white,APU0300701312,0.804,lb,published
2020-02,rice_white,APU0300701312,0.817,lb,published
2020-03,rice_white,APU0300701312,0.81589,lb,imputed_us
2020-04,rice_white,APU0300701312,0.86407,lb,imputed_basket
2020-05,rice_white,APU0300701312,0.8644,lb,imputed_basket
2020-06,rice_white,APU0300701312,0.78,lb,published
2020-07,rice_white,APU0300701312,0.853,lb,published
2020-08,rice_white,APU0300701312,0.849,lb,published
2020-09,rice_white,APU0300701312,0.878,lb,published
2020-10,rice_white,APU0300701312,0.858,lb,published
2020-11,rice_white,APU0300701312,0.923,lb,published
2020-12,rice_white,APU0300701312,0.907,lb,published
2021-01,rice_white,APU0300701312,0.888,lb,published
2021-02,rice_white,APU0300701312,0.858,lb,published
2021-03,rice_white,APU0300701312,0.829,lb,published
2021-04,rice_white,APU0300701312,0.858,lb,published
2021-05,rice_white,APU0300701312,0.877,lb,published
2021-06,rice_white,APU0300701312,0.84,lb,published
2021-07,rice_white,APU0300701312,0.843,lb,published
2021-08,rice_white,APU0300701312,0.864,lb,published
2021-09,rice_white,APU0300701312,0.862,lb,published
2021-10,rice_white,APU0300701312,0.824,lb,published
2021-11,rice_white,APU0300701312,0.863,lb,published
2021-12,rice_white,APU0300701312,0.859,lb,published
2022-01,rice_white,APU0300701312,0.852,lb,published
2022-02,rice_white,APU0300701312,0.852,lb,published
2022-03,rice_white,APU0300701312,0.933,lb,published
2022-04,rice_white,APU0300701312,0.968,lb,published
2022-05,rice_white,APU0300701312,0.996,lb,published
2022-06,rice_white,APU0300701312,0.998,lb,published
2022-07,rice_white,APU0300701312,0.999,lb,published
2022-08,rice_white,APU0300701312,0.977,lb,published
2022-09,rice_white,APU0300701312,1.03,lb,published
2022-10,rice_white,APU0300701312,1.065,lb,published
2022-11,rice_white,APU0300701312,1.076,lb,published
2022-12,rice_white,APU0300701312,1.067,lb,published
2023-01,rice_white,APU0300701312,1.076,lb,published
2023-02,rice_white,APU0300701312,1.073,lb,published
2023-03,rice_white,APU0300701312,1.083,lb,published
2023-04,rice_white,APU0300701312,1.083,lb,published
2023-05,rice_white,APU0300701312,1.165,lb,published
2023-06,rice_white,APU0300701312,1.185,lb,published
2023-07,rice_white,APU0300701312,1.171,lb,published
2023-08,rice_white,APU0300701312,1.113,lb,published
2023-09,rice_white,APU0300701312,1.118,lb,published
2023-10,rice_white,APU0300701312,1.085,lb,published
2023-11,rice_white,APU0300701312,1.102,lb,published
2023-12,rice_white,APU0300701312,1.122,lb,published
2024-01,rice_white,APU0300701312,1.115,lb,published
2024-02,rice_white,APU0300701312,1.125,lb,published
2024-03,rice_white,APU0300701312,1.125,lb,published
2024-04,rice_white,APU0300701312,1.189,lb,published
2024-05,rice_white,APU0300701312,1.198,lb,published
2024-06,rice_white,APU0300701312,1.187,lb,published
2024-07,rice_white,APU0300701312,1.17,lb,published
2024-08,rice_white,APU0300701312,1.201,lb,published
2024-09,rice_white,APU0300701312,1.191,lb,published
2024-10,rice_white,APU0300701312,1.124,lb,published
2024-11,rice_white,APU0300701312,1.145,lb,published
2024-12,rice_white,APU0300701312,1.146,lb,published
2025-01,rice_white,APU0300701312,1.112,lb,published
2025-02,rice_white,APU0300701312,1.137,lb,published
2025-03,rice_white,APU0300701312,1.148,lb,published
2025-04,rice_white,APU0300701312,1.131,lb,published
2025-05,rice_white,APU0300701312,1.167,lb,published
2025-06,rice_white,APU0300701312,1.175,lb,published
2025-07,rice_white,APU0300701312,1.17,lb,published
2025-08,rice_white,APU0300701312,1.166,lb,published
2025-09,rice_white,APU0300701312,1.175,lb,published
2025-10,rice_white,APU0300701312,1.175,lb,carried
2025-11,rice_white,APU0300701312,1.188,lb,published
2025-12,rice_white,APU0300701312,1.202,lb,published
2026-01,rice_white,APU0300701312,1.156,lb,published
2026-02,rice_white,APU0300701312,1.153,lb,published
2026-03,rice_white,APU0300701312,1.119,lb,published
2026-04,rice_white,APU0300701312,1.167,lb,published
2026-05,rice_white,APU0300701312,1.182,lb,published
2026-06,rice_white,APU0300701312,1.213,lb,published
2026-07,rice_white,APU0300701312,1.218,lb,published
2026-08,rice_white,APU0300701312,1.213,lb,published
2006-01,spaghetti,APU0300701322,0.832,lb,published
2006-02,spaghetti,APU0300701322,0.84,lb,published
2006-03,spaghetti,APU0300701322,0.86,lb,published
2006-04,spaghetti,APU0300701322,0.848,lb,published
2006-05,spaghetti,APU0300701322,0.898,lb,published
2006-06,spaghetti,APU0300701322,0.883,lb,published
2006-07,spaghetti,APU0300701322,0.883,lb,published
2006-08,spaghetti,APU0300701322,0.88,lb,published
2006-09,spaghetti,APU0300701322,0.881,lb,published
2006-10,spaghetti,APU0300701322,0.852,lb,published
2006-11,spaghetti,APU0300701322,0.884,lb,published
2006-12,spaghetti,APU0300701322,0.929,lb,published
2007-01,spaghetti,APU0300701322,0.846,lb,published
2007-02,spaghetti,APU0300701322,0.857,lb,published
2007-03,spaghetti,APU0300701322,0.942,lb,published
2007-04,spaghetti,APU0300701322,0.948,lb,published
2007-05,spaghetti,APU0300701322,0.926,lb,published
2007-06,spaghetti,APU0300701322,0.893,lb,published
